iter	Passed	Remaining
295	1532	3644
296	1534	3631
297	1535	3617
298	1537	3604
299	1538	3590
300	1542	3581
301	1543	3567
302	1545	3554
303	1546	3541
304	1548	3528
305	1549	3515
306	1551	3501
307	1552	3489
308	1555	3478
309	1558	3467
310	1560	3456
311	1561	3443
312	1563	3431
313	1564	3418
314	1566	3406
315	1568	3396
316	1570	3384
317	1572	3371
318	1573	3359
319	1575	3348
320	1576	3335
321	1578	3323
322	1581	3314
323	1583	3303
324	1586	3294
325	1591	3290
326	1593	3279
327	1596	3271
328	1598	3260
329	1600	3248
330	1601	3236
331	1602	3225
332	1604	3213
333	1605	3201
334	1606	3189
335	1612	3186
336	1613	3174
337	1615	3163
338	1616	3152
339	1618	3141
340	1619	3130
341	1621	3120
342	1624	3110
343	1625	3100
344	1627	3089
345	1628	3079
346	1630	3068
347	1631	3057
348	1633	3046
349	1637	3040
350	1639	3031
351	1640	3020
352	1643	3012
353	1646	3004
354	1651	3000
355	1654	2992
356	1655	2982
357	1657	2971
358	1659	2962
359	1662	2955
360	1665	2948
361	1666	2937
362	1668	2927
363	1670	2919
364	1674	2913
365	1681	2913
366	1685	2906
367	1687	2897
368	1688	2887
369	1691	2879
370	1694	2872
371	1697	2865
372	1701	2860
373	1703	2851
374	1708	2847
375	1710	2839
376	1712	2829
377	1714	2820
378	1715	2810
379	1716	2801
380	1721	2796
381	1726	2792
382	1729	2785
383	1732	2779
384	1736	2773
385	1738	2765
386	1739	2756
387	1742	2747
388	1746	2742
389	1749	2735
390	1750	2727
391	1752	2718
392	1753	2709
393	1755	2699
394	1758	2692
395	1761	2687
396	1765	2681
397	1775	2685
398	1779	2680
399	1781	2672
400	1783	2663
401	1784	2654
402	1788	2649
403	1791	2643
404	1793	2634
405	1794	2625
406	1796	2616
407	1803	2617
408	1813	2620
409	1823	2624
410	1825	2616
411	1828	2609
412	1843	2620
413	1846	2613
414	1856	2617
415	1859	2609
416	1861	2603
417	1868	2601
418	1870	2593
419	1872	2585
420	1874	2577
421	1876	2569
422	1879	2564
423	1881	2556
424	1883	2548
425	1885	2540
426	1886	2531
427	1888	2523
428	1890	2516
429	1892	2508
430	1893	2500
431	1894	2491
432	1896	2483
433	1897	2474
434	1899	2466
435	1902	2460
436	1904	2454
437	1906	2446
438	1907	2437
439	1909	2429
440	1910	2421
441	1911	2413
442	1913	2405
443	1917	2400
444	1918	2392
445	1919	2384
446	1921	2377
447	1922	2369
448	1924	2361
449	1925	2353
450	1928	2347
451	1930	2340
452	1931	2332
453	1933	2324
454	1934	2317
455	1936	2309
456	1937	2302
457	1938	2294
458	1941	2288
459	1943	2281
460	1945	2274
461	1947	2267
462	1948	2259
463	1949	2252
464	1951	2245
465	1952	2237
466	1956	2232
467	1958	2225
468	1959	2218
469	1960	2211
470	1962	2204
471	1963	2196
472	1965	2189
473	1966	2182
474	1969	2176
475	1970	2169
476	1972	2162
477	1973	2155
478	1975	2148
479	1978	2143
480	1980	2136
481	1983	2131
482	1984	2124
483	1986	2117
484	1988	2111
485	1990	2105
486	1991	2098
487	1993	2091
488	1995	2085
489	1998	2080
490	2000	2073
491	2002	2067
492	2003	2060
493	2004	2053
494	2006	2046
495	2007	2039
496	2010	2034
497	2012	2028
498	2014	2022
499	2017	2017
500	2018	2010
501	2020	2004
502	2025	2001
503	2026	1994
504	2028	1988
505	2029	1981
506	2031	1975
507	2032	1968
508	2036	1964
509	2041	1961
510	2044	1956
511	2046	1950
512	2048	1944
513	2051	1939
514	2055	1935
515	2057	1929
516	2058	1923
517	2059	1916
518	2061	1910
519	2068	1909
520	2070	1903
521	2074	1899
522	2076	1893
523	2079	1888
524	2082	1884
525	2084	1878
526	2085	1872
527	2087	1866
528	2088	1859
529	2093	1856
530	2097	1852
531	2101	1848
532	2110	1849
533	2114	1844
534	2115	1838
535	2117	1832
536	2118	1826
537	2122	1822
538	2124	1817
539	2126	1811
540	2127	1805
541	2131	1800
542	2137	1798
543	2142	1795
544	2143	1789
545	2145	1783
546	2146	1777
547	2149	1772
548	2152	1768
549	2154	1763
550	2156	1757
551	2164	1756
552	2167	1751
553	2169	1746
554	2173	1742
555	2174	1736
556	2176	1730
557	2177	1724
558	2179	1719
559	2189	1720
560	2191	1714
561	2192	1708
562	2195	1704
563	2199	1700
564	2200	1694
565	2202	1689
566	2204	1683
567	2206	1677
568	2207	1672
569	2209	1666
570	2211	1661
571	2213	1656
572	2215	1650
573	2216	1645
574	2218	1639
575	2219	1634
576	2221	1628
577	2223	1623
578	2225	1617
579	2226	1612
580	2228	1606
581	2229	1601
582	2231	1596
583	2233	1590
584	2234	1585
585	2236	1579
586	2237	1574
587	2239	1569
588	2241	1563
589	2242	1558
590	2244	1553
591	2246	1548
592	2248	1543
593	2249	1537
594	2251	1532
595	2253	1527
596	2254	1522
597	2256	1516
598	2258	1511
599	2259	1506
600	2261	1501
601	2263	1496
602	2264	1491
603	2266	1486
604	2268	1481
605	2270	1476
606	2272	1471
607	2273	1465
608	2275	1460
609	2276	1455
610	2278	1450
611	2280	1446
612	2283	1441
613	2284	1436
614	2286	1431
615	2287	1425
616	2288	1420
617	2289	1415
618	2291	1410
619	2292	1405
620	2296	1401
621	2297	1396
622	2298	1391
623	2300	1386
624	2301	1381
625	2303	1375
626	2304	1370
627	2305	1365
628	2310	1362
629	2313	1358
630	2315	1353
631	2316	1348
632	2317	1343
633	2319	1338
634	2322	1334
635	2324	1330
636	2325	1325
637	2326	1320
638	2328	1315
639	2329	1310
640	2331	1305
641	2332	1300
642	2335	1296
643	2337	1292
644	2338	1287
645	2340	1282
646	2341	1277
647	2343	1272
648	2344	1268
649	2346	1263
650	2347	1258
651	2350	1254
652	2351	1249
653	2352	1244
654	2354	1240
655	2355	1235
656	2356	1230
657	2358	1225
658	2361	1221
659	2362	1217
660	2364	1212
661	2366	1208
662	2367	1203
663	2369	1199
664	2371	1194
665	2372	1189
666	2374	1185
667	2376	1181
668	2378	1176
669	2380	1172
670	2381	1167
671	2383	1163
672	2384	1158
673	2385	1154
674	2387	1149
675	2390	1145
676	2393	1141
677	2394	1137
678	2396	1132
679	2397	1128
680	2399	1124
681	2402	1120
682	2403	1115
683	2406	1111
684	2409	1108
685	2412	1104
686	2413	1099
687	2418	1096
688	2422	1093
689	2424	1089
690	2425	1084
691	2427	1080
692	2436	1079
693	2438	1075
694	2441	1071
695	2443	1067
696	2447	1063
697	2449	1059
698	2451	1055
699	2453	1051
700	2459	1048
701	2461	1044
702	2463	1040
703	2465	1036
704	2467	1032
705	2469	1028
706	2472	1024
707	2475	1021
708	2480	1018
709	2486	1015
710	2488	1011
711	2490	1007
712	2492	1003
713	2493	998
714	2495	994
715	2505	993
716	2508	990
717	2511	986
718	2515	983
719	2518	979
720	2520	975
721	2521	971
722	2524	967
723	2531	964
724	2533	960
725	2534	956
726	2537	952
727	2538	948
728	2547	947
729	2551	943
730	2553	939
731	2554	935
732	2558	931
733	2561	928
734	2565	925
735	2568	921
736	2571	917
737	2574	913
738	2576	909
739	2577	905
740	2578	901
741	2580	897
742	2582	893
743	2585	889
744	2587	885
745	2588	881
746	2589	877
747	2591	872
748	2592	868
749	2594	864
750	2599	861
751	2601	857
752	2602	853
753	2604	849
754	2605	845
755	2607	841
756	2610	838
757	2613	834
758	2614	830
759	2615	826
760	2617	821
761	2618	817
762	2620	813
763	2621	809
764	2625	806
765	2626	802
766	2627	798
767	2629	794
768	2630	790
769	2632	786
770	2633	782
771	2637	778
772	2638	774
773	2640	770
774	2641	766
775	2642	762
776	2644	758
777	2645	754
778	2647	751
779	2650	747
780	2651	743
781	2653	739
782	2654	735
783	2655	731
784	2657	727
785	2658	723
786	2659	719
787	2663	716
788	2664	712
789	2665	708
790	2667	704
791	2669	701
792	2672	697
793	2674	693
794	2677	690
795	2678	686
796	2680	682
797	2682	678
798	2683	675
799	2685	671
800	2686	667
801	2688	663
802	2690	660
803	2692	656
804	2693	652
805	2695	648
806	2696	644
807	2697	641
808	2699	637
809	2700	633
810	2704	630
811	2705	626
812	2707	622
813	2708	618
814	2710	615
815	2711	611
816	2712	607
817	2714	603
818	2716	600
819	2718	596
820	2719	592
821	2721	589
822	2722	585
823	2723	581
824	2725	578
825	2726	574
826	2728	570
827	2732	567
828	2734	563
829	2735	560
830	2736	556
831	2738	552
832	2739	549
833	2741	545
834	2744	542
835	2745	538
836	2747	534
837	2748	531
838	2749	527
839	2751	524
840	2753	520
841	2754	516
842	2757	513
843	2759	510
844	2761	506
845	2763	502
846	2764	499
847	2766	495
848	2767	492
849	2769	488
850	2779	486
851	2780	483
852	2782	479
853	2783	475
854	2788	472
855	2791	469
856	2795	466
857	2803	463
858	2805	460
859	2807	457
860	2808	453
861	2810	449
862	2816	447
863	2822	444
864	2824	440
865	2826	437
866	2831	434
867	2834	430
868	2839	428
869	2849	425
870	2852	422
871	2854	418
872	2856	415
873	2858	412
874	2861	408
875	2863	405
876	2866	402
877	2868	398
878	2871	395
879	2873	391
880	2876	388
881	2878	385
882	2881	381
883	2888	379
884	2891	375
885	2894	372
886	2895	368
887	2897	365
888	2902	362
889	2904	358
890	2906	355
891	2908	352
892	2910	348
893	2916	345
894	2922	342
895	2924	339
896	2931	336
897	2933	333
898	2935	329
899	2938	326
900	2945	323
901	2947	320
902	2949	316
903	2952	313
904	2958	310
905	2960	307
906	2962	303
907	2964	300
908	2968	297
909	2971	293
910	2973	290
911	2974	287
912	2977	283
913	2982	280
914	2987	277
915	2989	274
916	2990	270
917	2992	267
918	2995	264
919	2997	260
920	3002	257
921	3005	254
922	3008	251
923	3013	247
924	3014	244
925	3016	241
926	3018	237
927	3019	234
928	3027	231
929	3029	228
930	3032	224
931	3033	221
932	3035	217
933	3040	214
934	3043	211
935	3044	208
936	3046	204
937	3048	201
938	3057	198
939	3059	195
940	3060	191
941	3061	188
942	3063	185
943	3067	181
944	3072	178
945	3074	175
946	3076	172
947	3077	168
948	3081	165
949	3085	162
950	3086	159
951	3088	155
952	3089	152
953	3091	149
954	3094	145
955	3097	142
956	3098	139
957	3100	135
958	3101	132
959	3105	129
960	3111	126
961	3113	122
962	3115	119
963	3117	116
964	3121	113
965	3125	110
966	3127	106
967	3130	103
968	3132	100
969	3135	96
970	3137	93
971	3139	90
972	3140	87
973	3147	84
974	3150	80
975	3152	77
976	3153	74
977	3155	70
978	3158	67
979	3165	64
980	3167	61
981	3169	58
982	3173	54
983	3176	51
984	3178	48
985	3179	45
986	3188	41
987	3193	38
988	3194	35
989	3196	32
990	3197	29
991	3198	25
992	3201	22
993	3203	19
994	3206	16
995	3207	12
996	3208	9
997	3210	6
998	3211	3
999	3212	0
